Name,Status,Neighborhood,Tree Diameter
white oak,Alive,Yorkville,7
Sophora,Alive,Morningside Heights,10
Sophora,Alive,Hamilton Heights,6
Sophora,Alive,Gramercy,16
Sophora,Alive,Upper West Side,2
Sophora,Alive,Midtown-Midtown South,4
honeylocust,Alive,Lenox Hill-Roosevelt Island,16
honeylocust,Alive,Lenox Hill-Roosevelt Island,12
honeylocust,Alive,Lenox Hill-Roosevelt Island,13
honeylocust,Alive,West Village,8
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
honeylocust,Alive,Lenox Hill-Roosevelt Island,12
Sophora,Alive,Marble Hill-Inwood,8
Sophora,Alive,Central Harlem North-Polo Grounds,13
Sophora,Alive,Central Harlem North-Polo Grounds,11
Sophora,Alive,Central Harlem North-Polo Grounds,13
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Yorkville,8
littleleaf linden,Alive,Marble Hill-Inwood,11
honeylocust,Alive,Central Harlem South,18
Sophora,Alive,East Harlem South,15
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,12
honeylocust,Alive,East Village,5
honeylocust,Alive,East Village,11
honeylocust,Alive,Central Harlem South,15
honeylocust,Alive,Hamilton Heights,7
American linden,Alive,Upper West Side,8
honeylocust,Alive,Stuyvesant Town-Cooper Village,3
Callery pear,Alive,Midtown-Midtown South,5
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
honeylocust,Alive,Upper West Side,7
ginkgo,Alive,West Village,11
littleleaf linden,Alive,Upper East Side-Carnegie Hill,9
littleleaf linden,Alive,Central Harlem North-Polo Grounds,10
pin oak,Alive,Central Harlem North-Polo Grounds,25
pin oak,Alive,Hamilton Heights,23
pin oak,Alive,Hamilton Heights,28
pin oak,Alive,Hamilton Heights,19
Sophora,Alive,Marble Hill-Inwood,3
Sophora,Alive,Hamilton Heights,4
Sophora,Alive,Hamilton Heights,5
white oak,Alive,Upper West Side,2
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
Sophora,Alive,Lower East Side,4
honeylocust,Alive,Upper West Side,8
American linden,Alive,Upper West Side,6
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Chinatown,11
white oak,Alive,Upper East Side-Carnegie Hill,4
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
honeylocust,Alive,Lenox Hill-Roosevelt Island,9
honeylocust,Alive,East Village,10
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
honeylocust,Alive,Central Harlem South,18
honeylocust,Alive,Stuyvesant Town-Cooper Village,4
honeylocust,Alive,Morningside Heights,9
Sophora,Alive,East Harlem South,6
Sophora,Alive,Midtown-Midtown South,4
Sophora,Alive,East Harlem South,5
Sophora,Alive,Upper West Side,8
Sophora,Alive,Lincoln Square,9
Sophora,Alive,Central Harlem North-Polo Grounds,14
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,18
littleleaf linden,Alive,East Village,4
sassafras,Alive,Marble Hill-Inwood,3
littleleaf linden,Alive,Upper East Side-Carnegie Hill,17
'Schubert' chokecherry,Alive,SoHo-TriBeCa-Civic Center-Little Italy,2
'Schubert' chokecherry,Alive,SoHo-TriBeCa-Civic Center-Little Italy,2
catalpa,Alive,Central Harlem South,10
honeylocust,Alive,East Village,4
honeylocust,Alive,Hamilton Heights,11
honeylocust,Alive,Stuyvesant Town-Cooper Village,11
Sophora,Alive,Hamilton Heights,11
Sophora,Alive,East Harlem South,6
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
Sophora,Alive,East Harlem South,4
Sophora,Alive,Lincoln Square,12
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
Callery pear,Alive,Lenox Hill-Roosevelt Island,2
honeylocust,Alive,Upper West Side,4
ginkgo,Alive,Upper West Side,8
honeylocust,Alive,Upper West Side,10
honeylocust,Alive,Stuyvesant Town-Cooper Village,4
ginkgo,Alive,Midtown-Midtown South,9
ginkgo,Alive,Lenox Hill-Roosevelt Island,7
American linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
pin oak,Alive,Morningside Heights,2
pin oak,Alive,Upper West Side,10
Callery pear,Alive,Central Harlem North-Polo Grounds,8
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
honeylocust,Alive,Hamilton Heights,11
honeylocust,Alive,Upper West Side,10
ginkgo,Alive,West Village,8
honeylocust,Alive,Lenox Hill-Roosevelt Island,14
Sophora,Alive,West Village,10
sweetgum,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Sophora,Alive,Upper East Side-Carnegie Hill,4
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
honeylocust,Alive,Upper West Side,8
honeylocust,Alive,Upper West Side,11
American linden,Alive,Morningside Heights,4
honeylocust,Alive,Lenox Hill-Roosevelt Island,4
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,13
honeylocust,Alive,Stuyvesant Town-Cooper Village,12
black oak,Alive,Upper West Side,16
Japanese zelkova,Alive,Chinatown,2
pin oak,Alive,Lenox Hill-Roosevelt Island,4
pin oak,Alive,Upper West Side,14
Callery pear,Alive,Morningside Heights,6
Callery pear,Alive,Central Harlem North-Polo Grounds,6
Callery pear,Alive,Central Harlem North-Polo Grounds,9
Callery pear,Alive,Upper West Side,11
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,15
sweetgum,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Sophora,Alive,Morningside Heights,12
Sophora,Alive,Lincoln Square,17
green ash,Alive,Chinatown,6
honeylocust,Alive,East Village,4
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
ginkgo,Alive,Marble Hill-Inwood,11
honeylocust,Alive,Stuyvesant Town-Cooper Village,12
honeylocust,Alive,Lenox Hill-Roosevelt Island,4
Sophora,Alive,Hamilton Heights,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
Sophora,Alive,Lower East Side,3
Sophora,Alive,Central Harlem North-Polo Grounds,10
Sophora,Alive,Chinatown,15
sweetgum,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Sophora,Alive,Lincoln Square,15
Sophora,Alive,Central Harlem North-Polo Grounds,12
ginkgo,Alive,Upper West Side,5
Sophora,Alive,Marble Hill-Inwood,10
Sophora,Alive,Hamilton Heights,4
American linden,Alive,Upper West Side,8
Sophora,Alive,Hamilton Heights,4
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,West Village,11
Sophora,Alive,Chinatown,16
Sophora,Alive,Marble Hill-Inwood,5
silver linden,Alive,Marble Hill-Inwood,3
Callery pear,Alive,Manhattanville,10
Callery pear,Alive,Midtown-Midtown South,8
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
Sophora,Alive,Lower East Side,4
Sophora,Alive,Morningside Heights,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
Sophora,Alive,Midtown-Midtown South,5
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
honeylocust,Alive,Lenox Hill-Roosevelt Island,9
pin oak,Alive,Marble Hill-Inwood,2
pin oak,Alive,Hamilton Heights,9
Sophora,Alive,Midtown-Midtown South,4
Sophora,Alive,Midtown-Midtown South,4
Sophora,Alive,Upper East Side-Carnegie Hill,4
Sophora,Alive,Marble Hill-Inwood,5
black oak,Alive,Chinatown,2
Japanese zelkova,Alive,Marble Hill-Inwood,9
Sophora,Alive,East Harlem South,5
white oak,Alive,Midtown-Midtown South,2
Sophora,Alive,Lincoln Square,7
northern red oak,Alive,Upper West Side,11
Japanese zelkova,Alive,Washington Heights North,2
Japanese zelkova,Alive,Central Harlem South,5
honeylocust,Alive,Central Harlem North-Polo Grounds,11
honeylocust,Alive,Washington Heights North,7
American linden,Alive,Gramercy,3
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
swamp white oak,Alive,East Harlem South,3
swamp white oak,Alive,Washington Heights South,3
pin oak,Alive,Morningside Heights,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
Sophora,Alive,Upper West Side,14
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
swamp white oak,Alive,Manhattanville,2
swamp white oak,Alive,Hamilton Heights,4
honeylocust,Alive,Lenox Hill-Roosevelt Island,10
honeylocust,Alive,Midtown-Midtown South,4
honeylocust,Alive,Upper East Side-Carnegie Hill,2
honeylocust,Alive,Central Harlem North-Polo Grounds,8
honeylocust,Alive,Central Harlem North-Polo Grounds,3
honeylocust,Alive,Central Harlem North-Polo Grounds,3
honeylocust,Alive,Central Harlem North-Polo Grounds,7
honeylocust,Alive,Central Harlem North-Polo Grounds,7
honeylocust,Alive,Manhattanville,4
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Lincoln Square,8
Sophora,Alive,Central Harlem North-Polo Grounds,11
Sophora,Alive,Morningside Heights,10
Sophora,Alive,Morningside Heights,13
Sophora,Alive,Upper East Side-Carnegie Hill,13
Sophora,Alive,Hamilton Heights,14
Sophora,Alive,Marble Hill-Inwood,11
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
American linden,Alive,East Village,3
honeylocust,Alive,Upper West Side,9
Sophora,Alive,Central Harlem North-Polo Grounds,14
Sophora,Alive,Morningside Heights,10
Sophora,Alive,Lenox Hill-Roosevelt Island,4
Sophora,Alive,Lincoln Square,16
Sophora,Alive,Washington Heights North,17
ginkgo,Alive,Upper West Side,6
ginkgo,Alive,Marble Hill-Inwood,7
London planetree,Alive,East Harlem South,8
London planetree,Alive,East Village,4
English oak,Alive,Morningside Heights,10
pin oak,Alive,Upper West Side,9
Sophora,Alive,Morningside Heights,9
swamp white oak,Alive,East Harlem South,3
swamp white oak,Alive,Hamilton Heights,3
swamp white oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
swamp white oak,Alive,Hamilton Heights,3
pin oak,Alive,Manhattanville,8
pin oak,Alive,Morningside Heights,10
pin oak,Alive,Morningside Heights,7
swamp white oak,Alive,Marble Hill-Inwood,4
honeylocust,Alive,Central Harlem North-Polo Grounds,3
cherry,Alive,Hamilton Heights,4
Sophora,Alive,Hamilton Heights,11
Sophora,Alive,Upper West Side,16
white oak,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
honeylocust,Alive,Lenox Hill-Roosevelt Island,4
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
honeylocust,Alive,Central Harlem North-Polo Grounds,11
honeylocust,Alive,Central Harlem North-Polo Grounds,10
Sophora,Alive,Hamilton Heights,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
littleleaf linden,Alive,Central Harlem South,7
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,3
littleleaf linden,Alive,East Harlem South,10
littleleaf linden,Alive,Upper West Side,4
honeylocust,Alive,Midtown-Midtown South,4
ginkgo,Alive,Yorkville,10
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,13
honeylocust,Alive,Upper West Side,8
London planetree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,19
London planetree,Alive,SoHo-TriBeCa-Civic Center-Little Italy,15
Sophora,Alive,East Harlem South,4
Sophora,Alive,Morningside Heights,11
Sophora,Alive,Lincoln Square,18
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
Sophora,Alive,Washington Heights North,12
Sophora,Alive,Washington Heights North,15
Sophora,Alive,Marble Hill-Inwood,4
Chinese elm,Alive,Central Harlem North-Polo Grounds,4
Japanese zelkova,Alive,Marble Hill-Inwood,4
Japanese zelkova,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,3
littleleaf linden,Alive,East Harlem South,11
littleleaf linden,Alive,East Harlem South,11
pin oak,Alive,Washington Heights North,7
Callery pear,Alive,Lenox Hill-Roosevelt Island,17
Callery pear,Alive,Central Harlem North-Polo Grounds,9
Callery pear,Alive,Central Harlem North-Polo Grounds,9
Sophora,Alive,Central Harlem North-Polo Grounds,11
Sophora,Alive,Yorkville,5
Sophora,Alive,Upper West Side,16
Sophora,Alive,Gramercy,7
Callery pear,Alive,Central Harlem North-Polo Grounds,10
Callery pear,Alive,Central Harlem North-Polo Grounds,8
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
littleleaf linden,Alive,Upper East Side-Carnegie Hill,12
littleleaf linden,Alive,Yorkville,12
Sophora,Alive,Upper West Side,14
cherry,Alive,West Village,7
northern red oak,Alive,Marble Hill-Inwood,3
Japanese zelkova,Alive,Morningside Heights,4
northern red oak,Alive,Manhattanville,6
Callery pear,Alive,Morningside Heights,7
Callery pear,Alive,Lower East Side,11
Callery pear,Alive,Central Harlem North-Polo Grounds,8
London planetree,Alive,Washington Heights North,32
willow oak,Alive,Morningside Heights,4
Sophora,Alive,Chinatown,3
Sophora,Alive,East Harlem South,6
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
Callery pear,Alive,East Village,8
London planetree,Alive,East Village,16
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
honeylocust,Alive,Lenox Hill-Roosevelt Island,5
honeylocust,Alive,East Village,13
honeylocust,Alive,Central Harlem North-Polo Grounds,6
honeylocust,Alive,Central Harlem North-Polo Grounds,7
Callery pear,Alive,Central Harlem North-Polo Grounds,9
littleleaf linden,Alive,Marble Hill-Inwood,11
littleleaf linden,Alive,Marble Hill-Inwood,4
Callery pear,Alive,Morningside Heights,9
honeylocust,Alive,Lenox Hill-Roosevelt Island,13
London planetree,Alive,Washington Heights South,3
cherry,Alive,Upper West Side,10
Callery pear,Alive,Hamilton Heights,4
London planetree,Alive,Washington Heights South,32
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,11
honeylocust,Alive,Yorkville,8
ginkgo,Alive,Washington Heights North,3
honeylocust,Alive,Central Harlem North-Polo Grounds,13
honeylocust,Alive,Central Harlem North-Polo Grounds,5
Sophora,Alive,Lincoln Square,4
Sophora,Alive,Upper West Side,9
Sophora,Alive,Hamilton Heights,4
Sophora,Alive,Lower East Side,8
Sophora,Alive,East Harlem South,18
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,7
Callery pear,Alive,SoHo-TriBeCa-Civic Center-Little Italy,15
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
London planetree,Alive,Washington Heights North,29
littleleaf linden,Alive,Washington Heights North,11
littleleaf linden,Alive,Washington Heights North,14
Sophora,Alive,Upper East Side-Carnegie Hill,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
London planetree,Alive,Central Harlem North-Polo Grounds,3
London planetree,Alive,Washington Heights North,28
Sophora,Alive,Lincoln Square,15
Sophora,Alive,Upper East Side-Carnegie Hill,8
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Central Harlem North-Polo Grounds,13
Callery pear,Alive,East Village,10
Callery pear,Alive,Upper West Side,5
Callery pear,Alive,West Village,11
Callery pear,Alive,Lenox Hill-Roosevelt Island,8
Callery pear,Alive,Upper West Side,10
Callery pear,Alive,Murray Hill-Kips Bay,11
honeylocust,Alive,Central Harlem North-Polo Grounds,9
honeylocust,Alive,East Village,4
Sophora,Alive,West Village,3
Sophora,Alive,Upper East Side-Carnegie Hill,11
Sophora,Alive,Marble Hill-Inwood,2
Sophora,Alive,Washington Heights South,4
Sophora,Alive,Marble Hill-Inwood,8
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,17
Sophora,Alive,Upper East Side-Carnegie Hill,5
Sophora,Alive,Marble Hill-Inwood,14
white oak,Alive,Yorkville,4
river birch,Alive,West Village,5
Callery pear,Alive,Central Harlem North-Polo Grounds,8
Callery pear,Alive,East Village,11
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
dawn redwood,Alive,Manhattanville,3
flowering dogwood,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
Sophora,Alive,Marble Hill-Inwood,3
Sophora,Alive,Upper East Side-Carnegie Hill,12
ginkgo,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
honeylocust,Alive,Central Harlem South,17
honeylocust,Alive,Turtle Bay-East Midtown,8
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,11
Sophora,Alive,Central Harlem North-Polo Grounds,4
Sophora,Alive,Yorkville,7
London planetree,Alive,Central Harlem North-Polo Grounds,3
London planetree,Alive,Lenox Hill-Roosevelt Island,13
ginkgo,Alive,Central Harlem North-Polo Grounds,8
ginkgo,Alive,Central Harlem North-Polo Grounds,7
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,8
American linden,Alive,East Harlem South,5
American linden,Alive,East Harlem South,8
American linden,Alive,Yorkville,8
Sophora,Alive,East Harlem North,5
green ash,Alive,West Village,7
green ash,Alive,Upper West Side,15
green ash,Alive,East Village,9
Sophora,Alive,Lower East Side,8
Sophora,Alive,East Harlem South,14
Sophora,Alive,Central Harlem South,3
Sophora,Alive,Central Harlem North-Polo Grounds,12
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
Sophora,Alive,Central Harlem North-Polo Grounds,1
Callery pear,Alive,East Village,7
honeylocust,Alive,Yorkville,10
ginkgo,Alive,Yorkville,5
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,6
honeylocust,Alive,Lenox Hill-Roosevelt Island,5
honeylocust,Alive,Marble Hill-Inwood,13
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,8
littleleaf linden,Alive,Hamilton Heights,12
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,4
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,5
littleleaf linden,Alive,Central Harlem South,5
littleleaf linden,Alive,Central Harlem North-Polo Grounds,6
London planetree,Alive,Washington Heights North,32
London planetree,Alive,Washington Heights South,3
Kentucky coffeetree,Alive,Battery Park City-Lower Manhattan,3
Sophora,Alive,East Village,17
Sophora,Alive,Morningside Heights,5
Sophora,Alive,Chinatown,11
Sophora,Alive,Marble Hill-Inwood,4
honeylocust,Alive,Upper West Side,11
honeylocust,Alive,Lower East Side,3
honeylocust,Alive,Lenox Hill-Roosevelt Island,7
ginkgo,Alive,Central Harlem South,8
honeylocust,Alive,Lenox Hill-Roosevelt Island,15
littleleaf linden,Alive,Upper West Side,6
littleleaf linden,Alive,Upper West Side,8
littleleaf linden,Alive,Upper West Side,9
honeylocust,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,13
honeylocust,Alive,Lenox Hill-Roosevelt Island,19
honeylocust,Alive,Upper West Side,10
honeylocust,Alive,Stuyvesant Town-Cooper Village,11
honeylocust,Alive,Lenox Hill-Roosevelt Island,14
honeylocust,Alive,Midtown-Midtown South,4
Japanese zelkova,Alive,East Village,7
honeylocust,Alive,West Village,13
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
pin oak,Alive,Morningside Heights,2
pin oak,Alive,West Village,13
littleleaf linden,Alive,Central Harlem South,7
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
honeylocust,Alive,Upper West Side,8
honeylocust,Alive,Marble Hill-Inwood,13
honeylocust,Alive,Upper West Side,13
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
pin oak,Alive,Morningside Heights,3
pin oak,Alive,Upper West Side,10
Sophora,Alive,Lincoln Square,4
Sophora,Alive,Upper West Side,13
Sophora,Alive,Upper East Side-Carnegie Hill,3
Sophora,Alive,Hamilton Heights,9
Sophora,Alive,Lower East Side,4
littleleaf linden,Alive,Central Harlem North-Polo Grounds,9
littleleaf linden,Alive,Central Harlem North-Polo Grounds,11
littleleaf linden,Alive,Washington Heights North,12
honeylocust,Alive,Stuyvesant Town-Cooper Village,4
Japanese zelkova,Alive,Marble Hill-Inwood,3
Japanese zelkova,Alive,Marble Hill-Inwood,5
littleleaf linden,Alive,Murray Hill-Kips Bay,9
honeylocust,Alive,Lenox Hill-Roosevelt Island,11
honeylocust,Alive,Upper West Side,10
honeylocust,Alive,Stuyvesant Town-Cooper Village,4
honeylocust,Alive,Lenox Hill-Roosevelt Island,4
honeylocust,Alive,SoHo-TriBeCa-Civic Center-Little Italy,7
pin oak,Alive,Hamilton Heights,23
pin oak,Alive,Hamilton Heights,22
Japanese zelkova,Alive,Marble Hill-Inwood,4
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
honeylocust,Alive,Central Harlem South,9
Callery pear,Alive,West Village,7
willow oak,Alive,West Village,16
red maple,Alive,Lenox Hill-Roosevelt Island,3
pin oak,Alive,Hamilton Heights,22
Callery pear,Alive,Upper West Side,7
Callery pear,Alive,Central Harlem South,9
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
silver linden,Alive,East Village,9
honeylocust,Alive,Central Harlem North-Polo Grounds,12
ginkgo,Alive,Upper East Side-Carnegie Hill,8
honeylocust,Alive,Central Harlem North-Polo Grounds,3
honeylocust,Alive,Central Harlem North-Polo Grounds,3
littleleaf linden,Alive,Lincoln Square,12
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,3
littleleaf linden,Alive,Washington Heights North,11
littleleaf linden,Alive,Upper West Side,15
honeylocust,Alive,Hamilton Heights,4
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,4
littleleaf linden,Alive,West Village,10
littleleaf linden,Alive,West Village,11
honeylocust,Alive,Gramercy,8
Japanese zelkova,Alive,Upper West Side,4
Japanese zelkova,Alive,Marble Hill-Inwood,4
northern red oak,Alive,Washington Heights North,5
'Schubert' chokecherry,Alive,West Village,3
'Schubert' chokecherry,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
catalpa,Alive,Central Harlem South,8
honeylocust,Alive,Midtown-Midtown South,3
honeylocust,Alive,Stuyvesant Town-Cooper Village,13
littleleaf linden,Alive,Lower East Side,12
Callery pear,Alive,Central Harlem North-Polo Grounds,6
Callery pear,Alive,Central Harlem North-Polo Grounds,7
Callery pear,Alive,Upper West Side,9
Callery pear,Alive,Hamilton Heights,13
Callery pear,Alive,Hamilton Heights,16
London planetree,Alive,Chinatown,3
London planetree,Alive,Washington Heights North,34
Sophora,Alive,Lenox Hill-Roosevelt Island,4
Sophora,Alive,Upper East Side-Carnegie Hill,15
Sophora,Alive,Hamilton Heights,6
Sophora,Alive,Upper East Side-Carnegie Hill,11
sweetgum,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Sophora,Alive,Lincoln Square,10
Sophora,Alive,Lincoln Square,12
Sophora,Alive,Lincoln Square,4
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,8
Sophora,Alive,Central Harlem North-Polo Grounds,10
Sophora,Alive,Lenox Hill-Roosevelt Island,4
Sophora,Alive,Chinatown,6
sweetgum,Alive,Hamilton Heights,2
sweetgum,Alive,Lower East Side,8
honeylocust,Alive,Morningside Heights,8
honeylocust,Alive,Upper West Side,12
honeylocust,Alive,Upper West Side,8
littleleaf linden,Alive,West Village,7
littleleaf linden,Alive,Hamilton Heights,4
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,9
Sophora,Alive,Chinatown,9
Sophora,Alive,Marble Hill-Inwood,4
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
Sophora,Alive,Chinatown,18
Sophora,Alive,Hamilton Heights,18
Sophora,Alive,Upper East Side-Carnegie Hill,7
Sophora,Alive,Lincoln Square,17
Sophora,Alive,West Village,15
sweetgum,Alive,Upper West Side,3
Sophora,Alive,Central Harlem North-Polo Grounds,10
Sophora,Alive,Central Harlem North-Polo Grounds,4
Sophora,Alive,Lower East Side,8
littleleaf linden,Alive,Washington Heights North,16
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,4
littleleaf linden,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,4
littleleaf linden,Alive,Central Harlem South,5
littleleaf linden,Alive,Central Harlem South,4
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,8
Callery pear,Alive,Washington Heights North,22
Sophora,Alive,Lower East Side,2
Sophora,Alive,Midtown-Midtown South,4
Sophora,Alive,Midtown-Midtown South,6
Sophora,Alive,Central Harlem North-Polo Grounds,17
Sophora,Alive,Hamilton Heights,8
honeylocust,Alive,Stuyvesant Town-Cooper Village,12
honeylocust,Alive,Washington Heights North,5
honeylocust,Alive,Washington Heights North,6
ginkgo,Alive,Marble Hill-Inwood,7
northern red oak,Alive,Central Harlem North-Polo Grounds,4
black oak,Alive,Upper West Side,15
Chinese elm,Alive,Manhattanville,9
northern red oak,Alive,East Village,3
Japanese zelkova,Alive,Marble Hill-Inwood,3
American linden,Alive,East Harlem South,10
honeylocust,Alive,Yorkville,10
honeylocust,Alive,Central Harlem North-Polo Grounds,13
Callery pear,Alive,Central Harlem South,7
Callery pear,Alive,Central Harlem North-Polo Grounds,3
Sophora,Alive,Upper West Side,10
Sophora,Alive,Gramercy,2
Sophora,Alive,East Harlem South,5
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,10
Callery pear,Alive,Morningside Heights,6
Callery pear,Alive,East Village,4
Callery pear,Alive,Central Harlem North-Polo Grounds,9
Callery pear,Alive,Upper West Side,6
Japanese zelkova,Alive,Upper West Side,4
Japanese zelkova,Alive,Upper West Side,7
sweetgum,Alive,West Village,3
Sophora,Alive,Upper East Side-Carnegie Hill,11
Sophora,Alive,Upper West Side,16
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
Sophora,Alive,Lower East Side,4
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,5
Sophora,Alive,Marble Hill-Inwood,5
Sophora,Alive,Marble Hill-Inwood,10
Sophora,Alive,Upper West Side,16
Schumard's oak,Alive,West Village,5
Schumard's oak,Alive,West Village,4
ginkgo,Alive,Chinatown,12
honeylocust,Alive,Central Harlem North-Polo Grounds,3
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,14
Sophora,Alive,Upper West Side,13
Sophora,Alive,Upper West Side,10
Sophora,Alive,Hamilton Heights,5
Sophora,Alive,Marble Hill-Inwood,5
Sophora,Alive,Marble Hill-Inwood,5
silver linden,Alive,Murray Hill-Kips Bay,6
Callery pear,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,3
Sophora,Alive,Lower East Side,12
Sophora,Alive,Hudson Yards-Chelsea-Flatiron-Union Square,2
Japanese zelkova,Alive,Upper East Side-Carnegie Hill,4
northern red oak,Alive,Manhattanville,9
ginkgo,Alive,Hamilton Heights,16
cherry,Alive,Upper West Side,10
cherry,Alive,Washington Heights North,3
cherry,Alive,East Village,5
Kentucky coffeetree,Alive,Washington Heights North,13
Kentucky coffeetree,Alive,East Harlem South,4
littleleaf linden,Alive,Lenox Hill-Roosevelt Island,4
Chinese elm,Alive,East Village,2
Japanese zelkova,Alive,Upper West Side,11
black locust,Alive,West Village,12
black locust,Alive,East Village,3
